repair_status,cdli_id,live_cdli_id,factgrid_qid,artifact_label,live_label_en,live_description_en,live_period_property,live_period_qid,live_period_label,expected_period_label,correct_period_qid,repair_note,removed_claim_ids,new_claim_id,write_status,write_error
ready,480237,P480237,Q2163246,"SANTAG 4, 036","Cuneiform Tablet SANTAG 4, 036",,P853,Q512155,Middle Assyrian Period,Middle Babylonian Period,Q512154,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163246$11BE436A-B663-478A-9BC2-7E5CCA4BDACA,Q2163246$CD9B10D0-36AB-4DFA-8E72-66D15FE34A1E,written,
ready,4825,P004825,Q2163907,IM 135596,Cuneiform Tablet IM 135596,,P853,Q512150,Early Old Babylonian Period,Uruk III Period,Q512134,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163907$4EE53DAC-70DC-4139-B798-0A54EFB94DE6,Q2163907$8C919860-6DAB-4842-9260-B6C3B4D15832,written,
ready,492660,P492660,Q2164758,AO 07852 unpublished unassigned ?,Cuneiform Tablet P492660,,P853,Q512148,Ur III Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2164758$809E5B97-21B0-4694-A66F-3CF68E5E4A4D,Q2164758$E1FAEBF9-EAB9-4C6D-9576-3772F4A8FC87,written,
ready,493620,P493620,Q1987045,"Assur 3/1, 08",Cuneiform Tablet AO 20157,,P853,Q512156,Middle Elamite Period,Middle Assyrian Period,Q512155,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q1987045$95286446-58F1-44D3-9922-EC7C59752FED,Q1987045$DF34A37E-B699-404E-8D19-11C7BF09A569,written,
ready,496273,P496273,Q2167908,"MDP 09, 273","Cuneiform Tablet MDP 09, 273",,P853,Q512148,Ur III Period,Neo-Elamite Period,Q512160,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2167908$B21F65B8-960B-4792-A669-DC08F383F727,Q2167908$4EEBCE1F-44F9-4BCE-A124-AD7D28D32B2F,written,
ready,496623,P496623,Q2165308,"FM 08, 042","Cuneiform Tablet FM 08, 042",,P853,Q512148,Ur III Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2165308$7B6444A1-5F2C-4109-9871-55C07B3347F6,Q2165308$5CA83CF6-D4DF-4415-9161-595D7D87AB63,written,
ready,497198,P497198,Q2164558,"MARI 05, 598 no. 07","Cuneiform Tablet MARI 05, 598 no. 07",,P853,Q512148,Ur III Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2164558$9ADEF242-5332-4659-A9A0-505273E4A207,Q2164558$07D1410E-05D0-4AD6-AC43-E2C5C5456433,written,
ready,500469,P500469,Q2163713,"RA 012, 115","Cuneiform Tablet RA 012, 115",,P853,Q512150,Early Old Babylonian Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163713$8FE1E0C4-FB3D-44BD-95EE-626A367D4974,Q2163713$629A40A1-8E9F-484E-8132-32671256EF0B,written,
ready,500890,P500890,Q2168462,"CTMMA 4, 117","Cuneiform Tablet CTMMA 4, 117",,P853,Q512148,Ur III Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2168462$1E6F71B7-B77B-4D2A-B632-80487A911CFA,Q2168462$1DBD8477-91CA-4A9A-948D-796FF9B6AAD9,written,
ready,500900,P500900,Q2163285,"CTMMA 4, nn","Cuneiform Tablet CTMMA 4, nn",,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163285$3A9D597C-736A-4875-AB4F-6F0EC7C46C84,Q2163285$E3459398-8F7B-48A7-81F7-1DB0B18EA7B8,written,
ready,502454,P502454,Q2163933,"TCTI 3, 27641","Cuneiform Tablet TCTI 3, 27641",,P853,Q512150,Early Old Babylonian Period,Ur III Period,Q512148,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163933$F4F52B77-DE62-43EE-B259-D4CDE7D04E1B,Q2163933$4F7A7A0A-4F33-4DB7-9A9B-C64CD029E343,written,
ready,503615,P503615,Q2166525,"RS 17.0318,a + RS 17.0349,a","Cuneiform Tablet RS 17.0318,a + RS 17.0349,a",,P853,Q512148,Ur III Period,Middle Babylonian Period,Q512154,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2166525$95A8A944-89A1-4FD5-9935-7D5107AB6533,Q2166525$BE6747B8-C9F1-4C27-BEA0-CC58317E6DBF,written,
ready,504579,P504579,Q2168083,CDLI Seals 023449 (physical),Cuneiform Artifact CDLI Seals 023449 (physical),,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2168083$3A898BD5-ADEA-49E4-AA78-26662B876182,Q2168083$434F2958-D51E-41E1-B195-783025F17D05,written,
ready,504806,P504806,Q2164048,CDLI Seals 023450 (physical),Cuneiform Artifact CDLI Seals 023450 (physical),,P853,Q512153,Middle Hittite Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2164048$E367E60E-62AF-4B97-9822-E6808A6A9EB6,Q2164048$1D3B5B74-31FB-4281-8353-B96B44205DAD,written,
ready,505893,P505893,Q2162297,YBC 09559,Cuneiform Tablet YBC 09559,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2162297$65D09124-6B80-4CB3-AD98-DDD9529129CC,Q2162297$3B82F86F-C0EC-43DB-9665-27512C81FFDE,written,
ready,505915,P505915,Q2167290,YBC 08813,Cuneiform Tablet YBC 08813,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2167290$55F256E1-9E7A-4BC9-AB35-B7463D8121E2,Q2167290$1567F38E-C6B2-496E-923A-45F4B0F1E1D0,written,
ready,505981,P505981,Q2165096,GCBC 00144,Cuneiform Tablet GCBC 00144,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2165096$0394C09D-3F8A-4EF9-9AFA-6ADC1E887928,Q2165096$64FCEF49-E7CF-47C3-86CC-42D1C5B1CED1,written,
ready,507545,P507545,Q2164662,NBC 08464,Cuneiform Tablet NBC 08464,,P853,Q512149,Isin-Larsa Period,Ur III Period,Q512148,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2164662$556B080B-BD26-45DC-B833-A01DDFF2BB69,Q2164662$B8399E56-53CD-4FA0-9856-2803D707AF30,written,
ready,507656,P507656,Q2163509,Cyr. 222,Cuneiform Tablet Cyr. 222,,P853,Q512150,Early Old Babylonian Period,Achaemenid Period,Q512163,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163509$7775C787-A810-458E-A76E-AEB6BFBD8750,Q2163509$0C9239AA-FB0B-4C7D-B151-B73C4D44AEDC,written,
ready,508059,P508059,Q2164844,"RIME 4.01.05.03, ex. add102","Cuneiform Artifact RIME 4.01.05.03, ex. add102",,P853,Q512148,Ur III Period,Early Old Babylonian Period,Q512150,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2164844$B8165B74-3A35-4F8A-9966-A8506DC79FB6,Q2164844$93DC38EC-EAD1-44C1-A344-A9F7ABF01478,written,
ready,508409,P508409,Q2162083,Menshed diss. no. 12,Cuneiform Tablet Menshed diss. no. 12,,P853,Q512146,Lagash II Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2162083$4978DBD6-9627-44EF-B7D8-D0EE3C67FB5E,Q2162083$B90D44DD-4081-4FD8-8011-986BD3F0B550,written,
ready,509218,P509218,Q2166882,CDLI Seals 012848 (composite),Cuneiform Artifact CDLI Seals 012848 (composite),,P853,Q512146,Lagash II Period,Early Old Babylonian Period,Q512150,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2166882$D927CE5C-4753-4623-A2A2-54CACDC8C588,Q2166882$D94ED790-81BA-4F5E-A755-443C3C324FFC,written,
ready,510039,P510039,Q2165045,"MHET 2/5, 662","Cuneiform Tablet MHET 2/5, 662",,P853,Q512150,Early Old Babylonian Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2165045$94D2EE8C-DD8F-453B-BF32-BCAC20907C9E,Q2165045$330399C3-981F-4021-966E-FE5A488F4302,written,
ready,510469,P510469,Q2167952,CHJ pl. 05 HE 112,Cuneiform Tablet CHJ pl. 05 HE 112,,P853,Q512148,Ur III Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2167952$63AE6726-31BD-4F90-9197-A7354DFBD3B8,Q2167952$C637F095-03BF-4641-851B-4994D54C9EF1,written,
ready,511278,P511278,Q2162912,"JCS 09, 106 057","Cuneiform Tablet JCS 09, 106 057",,P853,Q512146,Lagash II Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2162912$8511285C-2DEA-4C7F-A380-018668B9787C,Q2162912$145C5576-A533-42B1-9247-646D95B0D8BB,written,
ready,511782,P511782,Q2164503,CDLI Seals 013304 (physical),Cuneiform Artifact CDLI Seals 013304 (physical),,P853,Q512146,Lagash II Period,Middle Babylonian Period,Q512154,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2164503$2AD0B01F-88EC-4E1A-A554-E4B55C92D22D,Q2164503$AEAAE69D-7201-4D4F-9CB0-D2BE015BF723,written,
ready,512454,P512454,Q2168119,"NAPR 6, 07 Di 690","Cuneiform Tablet NAPR 6, 07 Di 690",,P853,Q512146,Lagash II Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2168119$F5CE7F99-A815-4784-81E9-4614D3B191EE,Q2168119$F2A73E13-AE1A-4B40-8A88-12748D784C52,written,
ready,513245,P513245,Q2162845,"OIP 043, 177 TA 1930 T250","Cuneiform Tablet OIP 043, 177 TA 1930 T250",,P853,Q512152,Old Babylonian Period,Early Old Babylonian Period,Q512150,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2162845$BC26BFDB-F790-4873-A7D8-C92533C52942,Q2162845$6E72E715-FD88-4ACC-97D7-2F735CFECAE2,written,
ready,516417,P516417,Q2162331,"CUSAS 40, 1633","Cuneiform Tablet CUSAS 40, 1633",,P853,Q512148,Ur III Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2162331$B146D3BC-6471-44C8-880E-FB8C1DBD403C,Q2162331$4CE74D4F-08BB-4FE1-89CD-108FB0AE45CA,written,
ready,518409,P518409,Q2166093,STUBM 026,Cuneiform Tablet STUBM 026,,P853,Q512146,Lagash II Period,Hellenistic Period,Q512164,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2166093$4E5E48F9-C8A6-4F9A-9B30-4BB7CD3E4EF9,Q2166093$EAE82A26-292D-4A14-9E15-529E32993635,written,
ready,519648,P519648,Q2163220,CDLI Seals 014267 (composite),Cuneiform Artifact CDLI Seals 014267 (composite),,P853,Q512146,Lagash II Period,Ur III Period,Q512148,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163220$BC596C65-DBDC-4CBD-99B1-BF60FD6B96F3,Q2163220$26099821-3456-4157-BBF4-1D2AE05D2DD8,written,
ready,522365,P522365,Q2167227,CDLI Seals 015367 (physical),Cuneiform Artifact CDLI Seals 015367 (physical),,P853,Q512149,Isin-Larsa Period,Ur III Period,Q512148,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2167227$CCC23C15-976A-49D7-84AE-9ECB4BA27B49,Q2167227$0C6748BF-9D65-4E56-88D6-0C3CCEC458F9,written,
ready,524136,P524136,Q2162483,BM 097375,Cuneiform Tablet BM 097375,,P853,Q512148,Ur III Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2162483$ADFD8E66-CCB5-44C6-ACAF-1017F83E9C45,Q2162483$F1C3D611-EEDD-40AD-8BDB-0A7DB1000804,written,
ready,529704,P529704,Q2163831,"RA 113, 059-069 11","Cuneiform Tablet RA 113, 059-069 11",,P853,Q512146,Lagash II Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163831$BB483085-0C87-4FDA-AA51-97EF12EC0B9F,Q2163831$78A64696-4118-4003-8242-7CCCAA548720,written,
ready,530525,P530525,Q2163379,CDLI Seals 014847 (physical),Cuneiform Artifact CDLI Seals 014847 (physical),,P853,Q512146,Lagash II Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163379$F6ECC50C-072D-474D-B832-208ED7A2482C,Q2163379$6AB5ADAB-1D6B-4BBA-BF4F-AE49322E0EED,written,
ready,530876,P530876,Q2165800,"Fs Součková-Siegelová 422, 13","Cuneiform Tablet Fs Součková-Siegelová 422, 13",,P853,Q512148,Ur III Period,Old Babylonian Period,Q512152,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2165800$A6F9D67D-D607-4D0D-8220-13B54DBC7681,Q2165800$9A93DB32-3483-4004-9824-666C392558DC,written,
ready,531334,P531334,Q2168323,Textes Scolaires 091,Cuneiform Tablet Textes Scolaires 091,,P853,Q512148,Ur III Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2168323$75C9852A-FB77-4BCB-B9C8-BC083F82E94F,Q2168323$FEB59877-42EE-4D8E-B993-EEED7880A12B,written,
ready,532488,P532488,Q2163007,SPAB 020,Cuneiform Tablet SPAB 020,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163007$E3CC9427-7BA7-4723-A2C6-1C4A07628798,Q2163007$5B61D0D7-6F23-40A0-8F74-090E87942C25,written,
ready,532518,P532518,Q2163113,SPAB 052,Cuneiform Tablet SPAB 052,,P853,Q512148,Ur III Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163113$BB3B4D42-82CE-4CC5-9A80-27294E2D99B2,Q2163113$75D3A25C-18AC-4252-AC91-0E17B6A2789D,written,
ready,532522,P532522,Q2163106,SPAB 056,Cuneiform Tablet SPAB 056,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163106$BB7B8150-5808-4ED0-810C-35E29843821C,Q2163106$EBD990E3-C5C9-452C-99C4-65869A1AD4FA,written,
ready,532559,P532559,Q2166045,SPAB 094,Cuneiform Tablet SPAB 094,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2166045$E5DC00E8-965F-474E-B1A2-C3291FAB7911,Q2166045$11957F7B-3232-408B-BA9D-E282A976BE32,written,
ready,532627,P532627,Q2047916,SPAB 165,Cuneiform Tablet SPAB 165,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2047916$EE1F3979-9868-4123-AFB5-18B9B2C5DD8B,Q2047916$5143EBAB-8B62-4A9F-AFDB-FBC01878F37A,written,
ready,532631,P532631,Q2168774,SPAB 169,Cuneiform Tablet SPAB 169,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2168774$A4A92E69-E084-4CFF-9C4C-24A5B03C1E21,Q2168774$CFE27D35-0979-4E99-86C3-DB8F5F076817,written,
ready,532670,P532670,Q2166533,SPAB 208,Cuneiform Tablet SPAB 208,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2166533$EBCBFC00-259E-4779-A4D2-A68F92520C86,Q2166533$C6BC2476-1B31-4F35-AE74-C2A3834E70FF,written,
ready,532735,P532735,Q2167456,SPAB 275,Cuneiform Tablet SPAB 275,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2167456$BF930A2A-6CDA-4197-BF58-A843B8E99311,Q2167456$E127A0BC-860A-4954-877C-414E9D89FAED,written,
ready,532762,P532762,Q2063788,SPAB 302,Cuneiform Tablet SPAB 302,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2063788$C5102C18-0A9C-4D1A-87F4-A9784BBE76BD,Q2063788$0E8C81F5-ECD3-40F1-8BA9-FBE2031608EF,written,
ready,532774,P532774,Q2169726,SPAB 315,Cuneiform Tablet SPAB 315,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2169726$45C11678-027C-4A96-9796-6AFB6E6E06AF,Q2169726$A93F7A76-DAC2-4539-9228-1D7820537DF3,written,
ready,532871,P532871,Q2163252,SPAB 413,Cuneiform Tablet SPAB 413,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163252$17005E28-E558-4389-8F9C-556A8BFF9919,Q2163252$BAC16153-0D8C-438A-B7F1-4CF118D6124C,written,
ready,532918,P532918,Q2168094,SPAB 460,Cuneiform Tablet SPAB 460,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2168094$DFDF6EA0-AEF4-4F04-9F44-709886246312,Q2168094$8657424E-F0F0-4253-91F0-60E79DA08496,written,
ready,532934,P532934,Q2163636,SPAB 476,Cuneiform Tablet SPAB 476,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2163636$C38A9FEE-DDCB-4ED9-920B-55E06CC4B67D,Q2163636$067A8EAD-E74F-4805-9CF5-C022DE7C5482,written,
ready,532959,P532959,Q2170406,SPAB 501,Cuneiform Tablet SPAB 501,,P853,Q512162,Persian Period,Neo-Babylonian Period,Q512161,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2170406$99C89C6E-FC2E-4FA1-9DD8-A7CAC90D6E2D,Q2170406$F231E647-3884-46A5-A480-E23BD4AFB0DF,written,
ready,534788,P534788,Q1366423,"AKT 6b, 301",Cuneiform Tablet Kt 94/k 642 (AKT 6b 301),,P853,Q512152,Old Babylonian Period,Old Assyrian Period,Q512151,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q1366423$83C67444-E778-429A-9E91-04AF4A7EC15A,Q1366423$42A965AC-B7A2-4154-8F17-7D18EBE29AF3,written,
ready,534874,P534874,Q1365914,"AKT 6b, 397",Cuneiform Tablet Kt 94/k 1406 (AKT 6b 397),,P853,Q512152,Old Babylonian Period,Old Assyrian Period,Q512151,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q1365914$4A41A55A-2D94-43AF-8778-8FF1A9A5566D,Q1365914$696A940F-953B-4885-B996-29FDCFF69975,written,
ready,534931,P534931,Q1367088,"AKT 6b, 461",Cuneiform Tablet Kt 94/k 1695 (AKT 6b 461),,P853,Q512152,Old Babylonian Period,Old Assyrian Period,Q512151,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q1367088$5216F9D4-591E-45D0-B66B-CA2259D94156,Q1367088$B2BB1514-7F90-42A0-892F-105D30D2B86D,written,
ready,534966,P534966,Q1366906,"AKT 6b, 497",Cuneiform Tablet Kt 94/k 1615 (AKT 6b 497),,P853,Q512152,Old Babylonian Period,Old Assyrian Period,Q512151,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q1366906$E1A904BE-EB73-4A0B-8513-040E56CCAC3A,Q1366906$77752238-3B41-4D21-A1D7-09F626E3728E,written,
ready,535033,P535033,Q1363304,"AKT 6c, 568",Cuneiform Tablet Kt 94/k 726 (AKT 6c 568),,P853,Q512152,Old Babylonian Period,Old Assyrian Period,Q512151,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q1363304$5E3B097F-41B7-4514-B30B-059F2766BB3A,Q1363304$998EE819-805B-40FC-A5EF-450D9951C19A,written,
ready,535064,P535064,Q1367915,"AKT 6c, 605",Cuneiform Tablet Kt 94/k 942 (AKT 6c 605),,P853,Q512152,Old Babylonian Period,Old Assyrian Period,Q512151,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q1367915$58B56989-98A8-4763-BC7B-6A6DD5475459,Q1367915$E9CB5460-68B7-49EF-8119-693BC7A2E0E5,written,
ready,535121,P535121,Q1368349,"AKT 6c, 667",Cuneiform Tablet Kt 94/k 1474 (AKT 6c 667),,P853,Q512152,Old Babylonian Period,Old Assyrian Period,Q512151,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q1368349$24C3491D-C02B-4ABA-9241-BF81D3302DC7,Q1368349$49142510-C529-468B-8B83-F36CFF6323FF,written,
ready,535199,P535199,Q1364716,AMM — unpublished unassigned ?,Cuneiform Tablet Kt m/k 23,,P853,Q512152,Old Babylonian Period,Old Assyrian Period,Q512151,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q1364716$081F480A-DBF5-441E-814A-9896A03540A0,Q1364716$34C409A9-293B-485D-8551-580A96836C31,written,
ready,535208,P535208,Q1364128,AMM — unpublished unassigned ?,Cuneiform Tablet Kt m/k 32,,P853,Q512152,Old Babylonian Period,Old Assyrian Period,Q512151,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q1364128$4A880982-4DCA-4D4C-AF31-C3A5F8D02D52,Q1364128$FDE8101F-DB33-4F90-B3C3-A41BBA586C4E,written,
ready,535224,P535224,Q1368800,AMM — unpublished unassigned ?,Cuneiform Tablet Kt m/k 48,,P853,Q512152,Old Babylonian Period,Old Assyrian Period,Q512151,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q1368800$11B3A2DB-0D6F-4513-BAAD-E7189A383DEA,Q1368800$C10E8B33-10D6-4EC5-9044-71C5AFA16F9A,written,
ready,535232,P535232,Q2153971,AMM — unpublished unassigned ?,Cuneiform Artifact P535232,,P853,Q512152,Old Babylonian Period,Old Assyrian Period,Q512151,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2153971$B7C6EC0B-738A-4430-B912-3CDAD3BAB676,Q2153971$64F18589-8543-4C11-AFB7-CD0D288CE859,written,
ready,535273,P535273,Q1368311,AMM — unpublished unassigned ?,Cuneiform Tablet Kt m/k 101,,P853,Q512152,Old Babylonian Period,Old Assyrian Period,Q512151,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q1368311$628773AE-5269-4D15-BCE9-110F3596A4EA,Q1368311$C02BCB17-0C44-452E-A4D1-FE5DACFD406C,written,
ready,535336,P535336,Q1368476,AMM — unpublished unassigned ?,Cuneiform Tablet Kt m/k 170,,P853,Q512152,Old Babylonian Period,Old Assyrian Period,Q512151,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q1368476$980740A8-7E9C-42B7-98D0-EAB334F5FA10,Q1368476$F6AF9E8C-914C-4B44-B0EE-0881AFC7A3A6,written,
ready,535361,P535361,Q2010581,"ArAn 13/2, 101-122 no. 11","Cuneiform Tablet ArAn 13/2, 101-122 no. 11",,P853,Q512152,Old Babylonian Period,Old Assyrian Period,Q512151,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2010581$AC551D0F-A8C9-4E2C-9EDE-0F481AF0457C,Q2010581$5BC8B086-C646-4EC2-AF2D-F9F2B61481FD,written,
ready,535434,P535434,Q1364782,"AKT 6d, 806 & 806a",Cuneiform Tablet Kt 94/k 1161 (AKT 6d 806a),,P853,Q512152,Old Babylonian Period,Old Assyrian Period,Q512151,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q1364782$92F94442-8421-49E1-85C0-044C4B3CB827,Q1364782$45FEAD45-BA1C-48C9-B5AC-891FE37BB65B,written,
ready,535571,P535571,Q1364477,"AKT 6e, 947",Cuneiform Tablet Kt 94/k 1752 (AKT 6e 947),,P853,Q512152,Old Babylonian Period,Old Assyrian Period,Q512151,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q1364477$1CCF5ECC-D453-434B-A66C-E5185060611A,Q1364477$2E028639-60BD-4019-8702-3EDDB73DEAB4,written,
ready,535623,P535623,Q1365818,"AKT 6e, 999",Cuneiform Tablet Kt 94/k 683 (AKT 6e 999),,P853,Q512152,Old Babylonian Period,Old Assyrian Period,Q512151,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q1365818$C7EBF5FA-640D-475C-A5F5-C0C75E764673,Q1365818$3DE2C0D0-1A0D-49C3-9233-3DB2F111013C,written,
ready,535658,P535658,Q1364247,"AKT 6e, 1038",Cuneiform Tablet Kt 94/k 990 (AKT 6e 1038),,P853,Q512152,Old Babylonian Period,Old Assyrian Period,Q512151,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q1364247$6C7DC6E8-E158-48F4-817D-D43D0F1BA99B,Q1364247$4D0D22FE-3133-4BB6-8078-F515DA1A2113,written,
ready,535674,P535674,Q1364936,"AKT 6e, 1054",Cuneiform Tablet Kt 94/k 1099 (AKT 6e 1054),,P853,Q512152,Old Babylonian Period,Old Assyrian Period,Q512151,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q1364936$510E2212-3525-401B-9FFB-5ABCD6B3D7AD,Q1364936$B6275044-252C-4850-80CF-B2BC029D1BD8,written,
ready,535731,P535731,Q1366888,"AKT 6e, 1115",Cuneiform Tablet Kt 94/k 1520 (AKT 6e 1115),,P853,Q512152,Old Babylonian Period,Old Assyrian Period,Q512151,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q1366888$34B8FCB1-4DF7-4D65-88FA-5413AF9CBBDA,Q1366888$B1ED59A5-A914-4865-83AA-11004518676F,written,
ready,535766,P535766,Q1366613,"AKT 6e, 1154",Cuneiform Tablet Kt 94/k 900 (AKT 6e 1154),,P853,Q512152,Old Babylonian Period,Old Assyrian Period,Q512151,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q1366613$152E1C5D-2374-40DD-BAA9-7ABA8045EF7E,Q1366613$DD576DFC-BFC5-41F0-9B32-51250882AA01,written,
ready,535789,P535789,Q1367483,"AKT 6e, 1180",Cuneiform Tablet Kt 94/k 1430 (AKT 6e 1180),,P853,Q512152,Old Babylonian Period,Old Assyrian Period,Q512151,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q1367483$BD690C21-5655-468A-8CCE-6CA6A1AA2070,Q1367483$F8A816CD-6DEF-486F-8B59-F46E95DEE125,written,
ready,535818,P535818,Q2169543,"AKT 7a, 003","Cuneiform Tablet AKT 7a, 003",,P853,Q512152,Old Babylonian Period,Old Assyrian Period,Q512151,Replace live period claim with the period expected from the current live FactGrid P692 CDLI ID.,Q2169543$F6F2C607-42F4-4469-BC1B-5E307F0BEC9C,Q2169543$13A8E823-6A9B-453D-84D8-A2FF9FE25BAA,written,
